review_id,date,content,author
UR124254896,2012-7-February,on entering the hotel the reception is grandiose  and very misleading i was checked in then told i was across the road in another annexe which looked like student digsvery small room with stained carpets and shabby decorthe toilet door wouldnt shut if you were sat on the toilet and the main door wouldnt shut from the inside unless it was chainedi asked if there was an internet booth i could use in the hotel and was told yes 6 for 90 mins-rip off !!! as was the breakfast at 16.99 the hotel isnt central either surrounded by a council estate on old street it is 2 tube rides away from leicester squarethere are building works going on all around and the noise at 73o am is deafening so dont expect a lie in .also check out time is 12 noon but i was knocked on in the early hours by the cleaneri wouldnt stay here again.,paulspuppets
UR125614879,2012-4-March,Located at roughly a ten minute walk from both Barbican and Old street Tubes this out of the way establishemnt is rather deceptively named. Whilst many of the rooms are undergoing "improvements" this seems to have been the case constantly for the pasrt few years and the room quality never actually improves. Bog standard and over-priced. Youd be much better advised to look more centrally OR look for a cheaper alternative in the same area and give this ine a miss.,camster66
UR122453120,2012-3-January,Stayed between Christmas & New Years 2011 with my wife; she shopped & I worked. The hotel is located about 10 minutes walk from the Barbican station and about a 5 cab ride if you prefer not to walk. Reception is well presented & modern and the staff were welcoming and found our reservation with ease; a glitch in the website meant that I was unable to book breakfast with the room and had to pay for that at check-in. 10 per person per day which if you eat like a horse is good value there are plenty of small cafe's nearby if you prefer to eat out. My double room was on the first floor of the hotel and easily accessed by the lifts. Corridors on the first had a musky unpleasant smell to them it was a combination of a food & damp smell. My first reaction when entering the room was how small it was; this was the smallest double room I'd stayed in and I spent about 4 months a year in hotels around the world. The bathroom was big enough to be functional but not so big as to enjoy with someone else if you know what I mean here. As you will see in the photo's the room was very clearly in need of urgent refurbishment and was barely hanging together. What I couldn't show you in the photos was the bathroom floor where about 60% of the floor tiles had no glue fixing them to the floor; they just rattled about when you walk in there. The carpet in the room was threadbare and long past serviceable. The room does not have a mini bar and the space for the fridge was just an empty void which we thought would be useful for suitcases of other large fridge shaped objects. You can use your imagination here. There was no air conditioning in the room and you could switch the radiator on which turned the room into an over or open the window and you froze from the wind whistling in. I really don't expect a modern hotel in London not to have AC in the rooms maybe 20 years ago perhaps. The bed had no cover to the divan and again from pictures I've added you can see what I hoped were water marks and not urine on the divan. The mattress had no mattress protector which meant that I was able to smell all the sweat from the many hundreds of guests who'd used that room before me. Breakfast was a decent choice of hot & cold tea coffee and fruit juices. But as I've said before the 10 charge is acceptable if you eat like a horse. If I stayed again I would use the many local cafe's instead. We had an evening meal 1 night in the hotel and after a wait of 10 minutes our drinks arrived and then after 48 minutes our meals arrived. With about 10 other covers in the restaurant this is a grossly unacceptable wait. To summarise my review; this is a functional hotel in need of urgent refurbishment and modernisation. Based on my frequent use of hotels across London & the rest of the World I don't feel that I got value for money and left with a feeling that once you scratch beneath the shiny veneer of reception the quality drops off a cliff. With the shabby & threadbare state of my room cleanliness will always take a hit and that is unacceptable in my option. I would not recommend this hotel to friends or family and would not stay here again.,Dr_SickNote
UR125283427,2012-27-February,Had to stay here on business for a few days when my usual hotels were booked out. Rate was accordingly expensive. Check-in was slow (however they did come around and offered drinks whilst one was waiting). Room was tiny and very tired. The little floor space that would have been there was taken by an additional foldable bed in my room which also blocked me being able to get the wardrobe open. Bathroom had rusty spots. Asked for additional bed to be removed only to find it still there when returning. Also promised bathrobe did not appear. Bed disappeared after a further intervention. Area of the hotel is nice enough if not a bit removed from the nearest tube station. A lot of school classes were staying in the hotel at the time to be fair though I didn't see/hear much of them. I would have been fine with the above at maybe 60/night but not at just under 200/night.,insulaner1984
UR123662027,2012-26-January,We had a straight forward though a little strange request when staying at the thistle barbican. We booked a nights stay either side of a nights stay booked with the rest of our company to make a little break out of a long journey. My wife phone a head of the trip to explain the situation of or 3 nights stay which was no problem over the phone. However on check in the reservations team found the fact that we were staying three nights all in the same name albeit two different bookings hard to understand. Eventually the lady got the jist of our stay and got us to fill reservation cards in for the three nights saying we would not need to check in daily as first suggested. After our second nights stay the one the company booked and paid for we went for breakfast to find ou we was not on the breAkfast list and we needed to speak to reservations. After a lengthy conversation the situation once again was said to be fine for us to have breakfast and enjoy our day. Seen as it was our final day we decided to head out after breakfast sight see all day see a show then head back to the hotel. On our arrival to our room after a long long day imagine our suprise to come to a room that had not been made up. We tried to call reception to just ask for some tea and coffee to have a late night drink but the room phone was broke. My wife went to reception to ask for tea coffee explain about the room and tell them the phone was broke. They said the room had not been made up as we did not show for the previous nights stay. So my wife explained the situation again and reception said they would bring the tea and coffee to us. After 40 minuets and nearing 00.30 hours we were still waiting. We called reception from our mobile phone and asked politely for the tea and coffee again it eventually arrived some 50 minuets after we first asked for it. I can't believe this simple reservation request could cause such a mix up. It put quite a massive downer on a lovely break,blackpoolmanLytham
UR123364100,2012-20-January,I booked a group of 13 of us and the hotel went into meltdown. Staff was the most unhelpful i have ever encountered they just could not care less. It took us nearly an hour to check in by wanting to pay all rooms in one card I was made to feel this was the most outlandish request ever heard! Location was poor as well not in the city at all! Some back alley roundabout way to feel part of the city of london. Never again.,Ritafromsomerset
UR124467780,2012-12-February,Bad value for money. The rooms are clean but shabby and need a refresh. The cold water tap only produced hot water so I could not get a drink of water during the night which was made worse by the unbearable temperature of the rooms. The shower temperature was fine the first morning but the second morning the water was s hot I could not take a shower. The walls are very thin and I could hear all the phone conversations of the woman staying next door. The staff were friendly and helpful but the rooms really let this hotel down.,amy n
UR119110345,2011-9-October,We stayed at this hotel organised by the company we work for thinking great it's at same location as our two day induction only to be disappointed not only with the room and level of cleanliness. But also the food in the restaurant. When we checked in they asked us if we wanted to book a table for dinner which we duly did however when we went down for dinner there was no table for us available. I could go on but would not recommend this hotel to anyone. We stayed in the main buidling too.,Eastwoodn
UR115179631,2011-9-July,I stayed in the Thistle City Barbican for 1 night for business. the hotel reservation was not done by me but by my colugue we stayed at a time when Wimbledon Tennis match took place so most hotels in London were fully booked and there was not much choices. Check in was good reception and lobby area gives a feeling of good hotel service was good. However when we arrived to our room it was all completely different. Single Room size is small but it was ok. My room was old no A/C safe didnt work but they sent someone to come and fix it. Shower was ok and clean. but what bothered me the worst was the internet service. You have to pay extra for it but also it did not work I needed it badly since I needed to work. I ask someone from the staff to come to my room and see why I cant use the internet but their answer was that there is a problem with the service provider and if I wish I can go to a McDonalds 5 minutes from there for internet (at least the staff was trying to find alternative solution which was nice of them). Breakfast was standard and good. No complains about that.,Moreno132
UR116464281,2011-9-August,We stayed in a twin room in May 2011. The hotel was very busy and check in was very chaotic- exacerbated by the fact that that it is used at the weekend by a hen night website. Our room was very small and although the bedroom was fairly clean the bathroom was not- hairs in the shower and the toilet had not been cleaned properly. The beds were okay but my pillow was rock solid. The hotel does provide spare pillows but these were all the same! We had a drink in the bar downstairs and found it very expensive. There is a swimming pool but it was packed full and very noisy. One positive was that breakfast was delicious- an enormous selection of continental and cooked breakfast buffet- I couldn't fault this. I was disappointed by my stay at the Thistle because as a well-known chain I felt that it failed to meet basic standards. I only needed a comfortable bed for the night in a clean room and it fell short on both!,Suzanne88
