review_id,date,content,author
UR124292451,2012-8-February,On arrival after a long journey from Paris we went to check in in we noticed unattended luggage in and around the reception area and security not bothering to do anything about it when we got to the room on the fourth floor we found it to be already occupied by someone else we went back to reception and they rectified it by giving us another room on the fifth floor where there were lots of noisy foreign teenagers rampaging around. In the second room the toilet was blocked full to the top we had to move a third time before settling for the night. The room was grubby and dirty the bathroom was tiny the shower didn't function correctly - all in all the whole place is a dump and I definitely wouldn't reccomend going there. We made a fuss and were given a refund in the morning befor we left.,carl s
UR124189091,2012-6-February,Stayed here for one night with my wife and 3 year old daughter for our first trip to london after a long day sight seeing we checked in . As soon as we stepped through the door i was dissapointed. and it imidiatley put the dampener on our weekend We paid 89 pound for what was supposed to be a triple room what a rip off !  i have stayed in bigger single rooms. The room was so small we couldnt fit our push chair in it the three single beds were uncomfortable with just a plain white sheet and no bedside table the floor looked dirty the bathroom was in need of replacement and had black mould everywhere you looked the bedroom had bits of wet toilet paper stuck to the walls and ceeling and crayon marks all over the walls the curtains were half a foot shorter than the window.to add to this there were a group of rowdy yobs on our floor shouting and swearing and being verry aggressive in the corridor at regular intervals between 12 am and 5 am. this woke my daughter up 3 times and made us feel unsafe. This should not happen in any hotel and they should provide security to deal with them. iI have stopped in travelodges in other cities before and you usually get a good standard so why does london have to be so poor if i had paid 10 pound for the room i would still be dissapointed.,60danielb
UR124114522,2012-4-February,Book this hotel on a super saver for 19. Don't get me wrong I am realistic and don't expect much for this price but I expect much better than what it was. Checked into the room at 1 after paying a 10.00 charge (which i didn't mind) to find the filthiest room ever!! There was wallpaper hanging off the walls ceilings were black bathroom was revolting there was mould in the shape of soap on the unit. No iron.... The worst was it was so filthy I developed a rash on my body. I went to reception to complain and the girl said "oh well what do you expect" NOT HAPPY!!!,KaiEvs
UR123914320,2012-31-January,I would recommend Travelodge in general having stayed in and been perfectly happy with many of their hotels in the past. However this particular Travelodge is pretty disgusting. The corridors absolutely stink of a mix between wet dog and cabbage. The whole place is completely battered unclean and stinking to the high heavens. The breakfast was dire and one of the cleaning staff let themselves into my room at 10am when my partner and I were still in bed. Poor show Travelodge - absolutely pitiful hotel!,FayesieDaisy
UR123877138,2012-30-January,Stayed here with my friend in January and the room was absolutley terrible! There were peoples nail clippings on the floor and hairs all over the walls! The duvet was so thin we didnt even think there was one there until i pulled it back!! And the tv wire was all cut open...dangerous!! The mugs were filthy! covered in coffee stains! wouldnt want my worst enemy to stay here!!!!,angeleyesjo
UR123747379,2012-28-January,My god where do i start...worst hotel i have ever encoutered but seeing as previous reviews have not been replied to i doubt they care about their customers but i will write this review to save others the heartache of staying here. Got tickets as a present to go to london for 3 days so booked here as if seemed central. Paid 300 for the 3 nights. Hotel is in a very rough and ran down part of London. Room was tiny and tired lookin..no shower gel or shampoo which you would expect even in a b&b. Decided to eat here the 1st night...i had goujons for starters which were burnt black and served on a tiny side plate..then had fish which was frozen and watery..told the manager it was horrible but didnt even get a complimentary tea/coffee..on departure was not even asked was our stay ok..could write more but just havnt the time..discgrace of a hotel in this modern age.,28happycamper
UR125274200,2012-27-February,Hotel is an acquisition without any clear brand or identity. My room contained dirt shadows where once furniture light fittings shelves and the missing trouser press existed in the past as well as mildew/fungus in the bathroom. So this would suggest that the room has little attention. This hotel is a shambles and speaks of a job 1/5 done. I would not stay here again. Much improvement required across the whole hotel. Paid 120 GBP for a double room this was not good value for me. Try elsewhere would be my advice unless pay a lot less..,Trade2012
UR125236001,2012-26-February,To be fair we were looking for a budget place when we booked this "hotel" however we weren't expecting such a shabby mess. The reception area is like a cross between the police precedent in Robocop and the cantina in Star Wars its loud constantly busy and if you have a problem with your room you had better expect a long wait. The room was basic which is what we expected. We didn't expect the 'matter' flicked up the walls the soft lumpy bed the dirty soiled smelly bathroom and the unclean window. The only plus was that the room was quiet even though we were on a thoroughfare. However in the morning from about seven we had to put up with constant noise from the hall as the very long cheque for breakfast passed our room. All in all a god awful place that doesn't even fit the remit "cheap and cheerful" with a million budget hotels in London we made a bad choice with this one. One to avoid at all cost.,Neilkent100
UR123499757,2012-23-January,One of the cheaper options in central London it shows all the signs of a high volume quick turnaround low maintenance establishment. The staff were pleasant enough but service is minimal. Checking in at 12:00 required an extra payment of 10 although the rooms were clearly available and ready.(The option of dropping off our bags in the luggage room also cost 10!) The rooms were well-worn and the whole place could do with a make-over. We only booked a week ahead so a double room was 70 for one night. Although it is on the Kings Cross Road its a good 10 mins walk from the station.,njord
UR126427850,2012-21-March,Travelled with a group of adult students and everybody was disgusted with this place: Screaming and shouting younger students in the hallways - no sound-insulation what so ever so anyone passing your door will sound like they are actually in your room. Security randomly knocking on doors at 1 a.m. trying to find the rascals. Half an hour breakfast-slots operated by the principle that the ones who check in first get to choose time-slot first resulting in us having breakfast at a time totally not suited for us. Breakfast variety was fine though. The beds are worn and have bad springs are uncomfortable and some are really noisy. The paint is peeling off the walls and the plumbing is bad - it takes forever to get the shampoo out and when someone's showering in another room the pipes are moaning. Our room was OK after cleaning however there were body hairs on the bathroom floor behind the door when we first arrived and they never moved... One day there weren't towels after cleaning the other day there weren't toilet paper. No phones in the room so one must go down to reception to organize these things. Altogether: Too much hassle compared to the price we paid.,FlyinBee
