review_id,date,content,author
UR122832830,2012-9-January,Apart from being well located and cheap (caught a special booking deal online) I can hardly find any advantage of this hotel. It is disgustingly dirty the staff doesnt care about anything at all. Watch out as they have rooms in the street level (semi-basement)....no wifi no daylight there be careful!,pero305
UR124209470,2012-6-February,This hotel is disgusting we checked into our room only to find dirty bedding pubic hair and head hair in our beds beds like childrens beds  demanded a change of room 2nd room not that much better bedding again dirty water in shower didnt drain away due to limescale and dirt in plughole carpets vile cooked breakfast served on a tiny sideplate ( no kidding) windows not double glazed shook when doors getting closed rooms smell musty dirt and hair in teacup in our room the owners of this hotel should be ashamed of themself the staff that we spoke to were friendly enough but did not seem to care about how bad the place is nice location this hotel could be lovely if it was cleand up dont waste your money staying here,heather a
UR123925880,2012-31-January,This hotel was a disaster. We booked a double room and got a room in the basement which was so tiny that there was even no space to open a luggage. The window did not close there was no hot water. Staff was rude and after we demanded to change the room it took as a lot of time to convince them that it is necessary. Would not recommend to anyone.,Pizzicata
UR124776025,2012-18-February,If you are looking for a hotel to stay in London then whatever you do DO NOT stay here. The only thing going for this dump is the location.After checking in was given keys to 105 a family room that was DIRTY AND SMELLY.The carpet was sticky the walls had staines the room STANK !!!! Wife and daughter burst into tearshad to book into another hotel around the corner (the phoenix) Whatever you do not book this hotel YOU HAVE BEEN WARNED!!!!!!!,andy m
UR99574167,2011-9-March,We booked with Super Breaks for a package train and hotel deal for one night with two teenagers my husband and myselftravelling from Rural lancashire. The situation of the hotel is convenient however inside is a different matter. The rooms were so 'meanly ' provided for with the absolute bare minimum for example there was only one partially used toilet roll one tea bag one sachet of coffee each no soap and no shampoo. I also noticed there was only one pillow per person and no extra blankets ( which are usually found stored in the wardrobes.) The room was fairly clean but the paint job done by whoever decorated the hotel was awful. An example would be in the hallways and stairs the plug sockets had been painted around with what looked like the neatness of a yard broom. There was also this awful one inch high step going into the bathrooms which all of us had stubbed ours toes on! The beds were in actual fact camp beds that fold up! So we both rolled into the middle all night CAMP BEDS! I cannot believe I spent all my hard earned money for one night on a cheap camp bed . Myself and my family decided to hold judgment until the morning and see what the breakfast was like.. What a disappointment !!..I had built this trip up to be the trip of a life time describing to my teenage children the wonders of London and the infamous Full English. All that was available was as followed: Please be assured that I do not exaggerate in any detail at all. On arrival at the lounge one large glass salad bowl with cornflakes which one used a cup to serve ones self a portion. Also another large salad glass bowl filled with bran flakes.No yoghurts no fruit. No toast was offerered until we found someone to make eye contact with ( all staff purposely ignored you. )We waited for 45 minutes for one sausage eachone rasher of bacon one egg and a raw (yesTOTALLY raw ) tomato no mushroomsno beans no sauces I really must stress again that this is not exaggerated in any way! Every one else was un happy there as well no one was served within 45 minutes and as we left we saw a gentleman complaining to a waiter who was doing a startling impression of Manuel(from the famous British sitcom Fawlty Towers)ie.pretending that he couldnt understand English. Save your money and give this hotel a wide berth !,Ruralbird
UR121518654,2011-8-December,This hotel was absolutely filthy the rooms was disgusting. Pure filth. Avoid at all costs!!!,Stephen1005
UR117787549,2011-7-September,What a dump. I wouldn't even ask my dog to stay here! First room they gave us was in the basment it stank. Think all they had done to 'clean' it was make the bed. There were hairs on the beches and carpets were not clean no external light etc. Got moved to a room on fourth floor no better. Room was at a slant again not clean. Bath had someones hair still in it. We booked another hoteland checked into it and the staff were unpleasent unhelpful and uninterested which suggeste we weren't the first to do what we did!!!!,dieseldave1983
UR115124495,2011-7-July,We stayed here for 4 nights in July booked a twin and double room. We arrived and were told we have 2 twin rooms they were apolgetic about the mistake and said we could have the double room from the 2nd night onwards not a big deal. The staff (aside from the gentleman who booked us in) were so rude they answered the phone whilst you were talking to them then put their hand up in your face to stop you talking they were incredibly inpatient and unhelpful. If you asked them to re-explain directions they huffed at you and rolled their eyes. Not impressed at all. Rooms were very basic plastic cups for your tea and paper bathmats nothing special. The rooms were cleaned each day though which was good. There were no irons or fans and they asked you to pay a 20 deposit for each of these items! I rathered pay a dry cleaner than the hotel considering how rude they were when I asked for an iron and a fan. To say they offer breakfast is false advertising the only food which is part of your room charge is bread rolls and jam even cereal has a charge. We have since dined out for breakfast everyday. Aside from all the negatives it is in a fantastic area and close to shops and restaurants (for you breakfast!). The service needs improving and I don't think the rooms are value for money. I won't be back mainly due to the rude and impatient staff (aside from one man..).,mezbrown
UR116342808,2011-6-August,We stayed here for two nights so the fact the hotel was very basic wasn't too much of a problem. It was near two underground stations although Bayswater was closed when we were there but Queensway was just a little further on. The reception area was nice but it was a different story up in the rooms and corridors. We were on the second floor and the hall carpet was badly stained - not a good look! We were in room 218 and had the devil of a job getting the key to work in the door. It really needs attention! ( I notice previous occupants had the same problem ) The room was basic with three single beds which were reasonably comfortable and although there wasn't much room to move around it was adequate. We had a bath towel each but no hand towels a paper bath mat which was useless and polystyrene cups for the tea and coffee. Continental breakfast was a joke It was tea coffee juice and rolls with jam or butter. Again very basic and on our second morning we went out and had breakfast nearby. The bar was also basic. We went in for a nightcap on our first evening and there was was no atmosphere at all and the barman hung around listening to our conversation which made us feel rather uncomfortable and we ended up going to bed early. The only thing going for it was the location but if you book a budget hotel in London I suppose you should expect it to be basic.,Mrsgetaway
UR91874951,2011-5-January,Unsafe unsanitary and is the farthest thing from a 3-star hotel. Carpets were old worn and and stained. Beds were basically cots with a thin mattress on top of a metal webbing (no box springs). The bathroom was filthy. The doors were operated by skeleton keys (and no I'm not kidding). The leaflet when you check in says "DO NOT LEAVE ANYTHING VALUABLE IN YOUR ROOM". This place makes Motel 6 look like the Ritz and that's a serious statement. Avoid this hotel. Stay somewhere safe. We checked out early took a two night penalty and paid out of pocket for five days elsewhere. That's how bad it was.,mscotthale
