review_id,date,content,author
UR125772679,2012-7-March,There is a reason they have a NO REFUNDS policy! Bugs everywhere dirty rooms window panes missing no AC elevator doesn't exist that I could find I could go on and on!!! I would never recommend this place if it were free!,HeyDayDay
UR133540024,2012-5-July,We had a rather large wedding in New Orleans planned and about 15 different family members needed a inexpensive place to stay for 7-10 days. I was a late show so I didnt get to experience the "Holy Cow" moment when you walked in the door. I was forwarned. When I went to check in I noticed the stairs that were cracked the hand rail was litterally falling off its hinges and the entire front lobby had a stale smell. I checked in and was shown to the second floor. I had the better room out of the 8 that were rented by us. I didn't have dirty carpets I had an actual closet and my bathroom was relatively clean with no bugs. My family didn't get so lucky. They made an immediate stop to Walmart to purchase Raid Extra Towels Cleaning Supplies and bug traps. They put them all to use. I was terrified about sleeping by myself so I bunked with my two Aunts. Each night I made them go into the room first check for roachs and other various bugs. Can we say disgusted? There were quite a few homeless/crack head/ strange individuals staying at the orphanage. I never felt safe..at all. Delta Angel is there so called restaurant on site. Please explain how an near empty kitchen with a table cloth on a table is moving eratically entirely on its own. ROACHES...There is no grading system in New Orleans. The 6th day we were at the hotel an older family member of mine (75) noticed a leak in the ceiling. The leak turned into a down poor which turned into the entire ceiling in room 4 to come crashing down missing him by a foot. I'm not exagerating by saying all 15 of us checked out in one swoop. I didn't request a refund I didnt even care at that point. We all checked into the Hampton In at a cost of $109 per night for the remainder of our stay. The worst hotel I have ever stayed in..If you can even call it that.,kimrleon843
UR139027848,2012-31-August,Mel the girl at the front desk is psychotic and rude. The two girls at the front desk are very rude Brandi is the other girl I think but Mel was cold from the door and threw the entire stay. we saw her cleaning at one point and she was cursing the whole time. Everytime we spoke to her to say hi she always cut her eyes and gave us dirty loooks. its like a half way house a bunch of homeless people or squaters stay there for free . they trade housekeeping/maintaince (which is joke by the way) but they work in trade for the room. so i guess thats the last resort before they end up on the street. ITS DISGUSTING! dont bring your bathing suit! DO NOT LEAVE YOUR VALUABLES IN THE ROOM!!!! The place needs a new owner and REAL employess...it has hope and potential but the owner and staff have let it become a cold nasty  flop house. Id rather sleep in my car! for real im not kidding! every bad review on this site is sooooooooo true! PLEASE BE ADVISED AND TAKE THESE WARNINGS SERIOUSLY!!!!!!,Nathan B
UR122491142,2012-3-January,Our Group was called two weeks before arrival and told our rooms and reservations were canceled - after being pre-paid and pre-booked months ahead of timeMany heated phone calls later somehow we were reserved AGAIN. Too bad we insisted and checked in. I have been around the world 3 times and never seen filth like this Sticky vomit? - stained carpets Broken bed Ceiling dripping god knows what onto the bed. Dirty sheets and a smell like old warm cat urine ... Unbelievably the windows were painted shut and the 2 closest fire escapes were chained and padlocked shut!!!!! Broken - rotten rails on the second floor about 25 feet above pavement And room doors that opened onto dangerously rotten second floor decks With no marking or warning to stay off seems like a bad accident waiting to happen Avoid this filthy Dangerous dump at all cost!!!!!,Light F
UR123673144,2012-26-January,I booked a room at St. Vincent's under the agreement that I would be getting a COMPLETE pet deposit refund back in the amount of $100 if the room sustained no damage from the pet which it didn't. Before I booked I was told in an email by one of the (thieving) owners Dianne that this was their pet policy. This was confirmed again via telephone with the other owner Peter before I checked in. I thought "great everyone is on the same page." WRONG. So I checked in and checked out under the same premise that I would be fully reimbursed $100 and my receipt also reflected that my deposit of $100 was FULLY refundable. Since I put the pet deposit on my credit card I had to wait a bit for the refund to process and reflect in my bank account after I checked out. So two weeks later I find out that only $70 was put back into my account not the full $100. Now wait a second this wasn't the quote previously agreed upon (by both owners!!). When I called the heistel I mean hostel (multiple times mind you) to find out what was going on I was met with a lot of employees who didn't know what was going on with the situation. The incompetent staff took down messages for me but I was never called back. Some days I would call and no one would pick up at all. After a week of this I finally got a hold of the manager Brandy. She told me that it wasn't the owners job to do the bookings in the first place and that they misquoted me (not my problem!!). She also said that I was lucky to get $70 back! As if they have screwed other people over in the past for the full $100! She said that she talked to the owners and they said that this "was a closed case" and that there is nothing she could do about it. She apologized and said that "every hotel has a non-refundable pet deposit". BLANTANT THIEVERY! I was also never given Dianne's or Peter's phone number like I asked. I also emailed Dianne and Peter at the contact address listed on their website but never got a response. You would think that the owners (DIANNE AND PETER) would at least own up to their screw-up and compensate me for the remaining money of the deposit but no. I will never stay here again and I will make sure my friends don't either. BOTTOM LINE: NO ACCOUNTABILITY AND NO TRANSPARENCY ON THE OWNER'S PART. INCOMPETENT STAFF AND WORSE OWNERS WHO DON'T MIND RIPPING PEOPLE OFF. AVOID THIS PLACE AT ALL COSTS!!! THE PLACE WAS SUPER NOISY ON TOP OF IT. THIS PLACE SUCKS. Just to add here is the initial email thread when I first booked the room: reservation st vincent email x tim Cone 12/1/11 to stvreservations Hi! I was wondering if I could make a reservation from Wednesday January 4th - Saturday January 7th. I am looking for a private room with two beds. There will be 3 people and one small dog. Please let me know if this would work when you get a chance! Thanks! Dianne Anderson stvreservations@gmail.com 12/2/11 to me Hi Tim we do have availability and the rate is $49 Wednesday and Thursday and $59 on Friday and Saturday. We accept pets with a $100 deposit that is fully refundable at the end of your stay. Just phone or e-mail to reserve. We request a one night deposit to guarantee the reservation. Cancellation is 72 hours. Cheers Dianne,Tim C
UR126565359,2012-23-March,we booked a stay thru our travel agent with a 7 day cancel policy on our amex card. We cancelled 12 days prior but it's been 30 days now and even after several calls to them by our travel agent "we'll look into it" - no deposit refund. I just disputed the charge with amex but the initial response from amex was they couldn't help because the initial deposit charge was more than 60 days ago - we are very good amex customers and when a supervisor was contacted they agreed to dispute the charge. Not getting a deposit refund has never happened to us in 30 years of traveling  I think St Vincents knows credit card companies are reluctant to dispute and are ripping people off - beware.,trevor-wa
UR125044550,2012-22-February,I stayed here for 3 nights with my boyfriend as we were attending Mardi Gras. First a couple of good points: The location is fantastic! We watched the parades from St Charles Avenue had dinner at Voodoo BBQ (near by) and it has a great coffee shop across the road (Mojos). It was also within walking distance to Canal St (half hour max on a busy night) and Bourbon St (40 minutes max). Now to the bad: Check in staff are average at best. Be sure to keep all receipts of what you have paid. The rooms are a basic 1* hotel quality the bathrooms were a shower (with curtain) and toilet (which flushed ok sometimes) and the hand basin was in the room. The floors were not spotless the rooms were cold (although there was a smal bar heater in the room) and overall I would not ever stay here again. The price for Mardi Gras week/weekend was good value for the location and if you can tolerate no housekeeping for your stay and basic rooms then this is your place. There is no room safe and the door lock was somewhat dodgy. The room walls are paperthin and it is very noisy at night time with people outside in the courtyard area. If you want a nice warm shower with a nice hotel room to relax in this is NOT your place. If you want somewhere that is in a good spot don't care about cleanliness and just want a bed to rest this could be your place. Overall this is probably the worst place I have stayed in in my 30 years however it served its purpose.,waterskier82
UR139159152,2012-2-September,My husband and I are were just staying one night in New aorleans before our cruise left the next day so we thought we would get a basic hotel room and booked at St. Vincent Guest House on Magazine st. In NOLA . . . . It said a "non-smoking room king size bed ac and free breakfast" we aren't snobs or rich by any means so we booked it. When we got there Hurricane Isaac had just blown through so there was no power hence no AC that wouldn't have been an issue if you could open a window . . . But you can't. It also has what seems like permanent guests there so you don't feel comfortable leaving your things in your room or opening the door to let fresh air in. Also the bed was a FULL at best . . . . No where near a King super low to the ground and I would not put my skin on those stained sheets even if I weren't 5months pregnant! The room was relatively clean and so was the bathroom but there is a nice low window that comes down to about your waist while you sit on the toilet and look out onto . . . . The walkway . . . They have a no refund policy . . . For good reason we checked in to our room walked down to Canal st. booked a different room and checked out within 2 hours and they took our $60 dollars. The house is really an historical landmark and shouldn't be used as an hotel or hostel. They had a certificate at the front desk that said they had passed a bedbugs inspection but like I said we didn't stay to find out if it was true or not . . . THIS IS NOT THE PLACE FOR YOU IF YOU WANT TO ENJOY YOUR HOTEL STAY. Stay here if you want a youth hostel or a place to live for a while on the cheap. Also the guy at the front desk was very polite so we did not have an issue with the staff just the false advertising and crappy conditions .,amojoudy
UR122435992,2012-2-January,Ive never seen an accommodation like this!!! The first impression was: It smells weed!!! Reception personal was HIGH!!!! First room they gave us was already occupied... We went back they gave us another room. We entered the new room: smoke detector made noise the bath was oily and dirty behind the door hung a totally dirty towel with a lot of holes and the bed was completely dirty with hair and oil spots. Also back to the front desk. After 20 minutes they gave us another room the third what was stinky dirty and not a private room like we booked: it had 2 bunk beds. So we put two matresses together in the floor and couldnt sleep afraid of insects. To top it of the lights couldnt turn off. Instead of they were blinking like in a night club but actually it was a nightmare. We asked for a cancellation for the next day but they told us that only the main manager could do this and she would be back on the next day from 7:30am till 1:30pm... Next day: no manager at the front desk and no help with cancelation refund or even to find another room. We decided to stay because we had no other possibility because all others hotels were sold out.,Dennis S
UR134109130,2012-11-July,As they say you get what you pay for. The pictures from the website are very misleading because the bedroom I got did not look half as good as the ones on the website. The room was run down burnt and torn curtains comforter looked like it was at least 10 years old. The carpet was old the waste basket sat in a hole in carpet. The ensuite bathroom was not much better. The cleanliest thing in the whole room was the toilet. I had a nice surprise of roaches in the bathroom when I went to use it at night. I should have known when I say the can of Raid on top of the closet. Was supposed to stay there 2 nights but after the first I stayed out the whole next night to avoid sleeping there. The staff is friendly but as far as my room which was room 30 I would never stay here again.,NicMor6680
