review_id,date,content,author
UR125183035,2012-25-February,I love London. I really love London. This was my first time to reach my dream come true. I got the opportunity to go for short holidays in my ..well my life since I have professor's degree in English language and literature (second language). So visiting London it's life changing experience. But little I have known that this trip would be (almost) spoiled by this hotel I have already booked and paid. First of all BELIEVE bad reviews. They do help. I did so since I could not have money refund (it was the deal of day but I did not look and this was MY mistake and my own fault). Old enough to admit a mistake when I make one. So I stuck with this hotel in October the day I booked it and they charged immediately. I know this was my mistake. But luckily I am an old traveler who knows basic rules that go as well in Hitchhiker's guide trough galaxy: ALWAYS TAKE YOUR OWN SHEETS AND YOUR OWN TOWEL! This literally saved my life. The room they gave me was not the room I have booked it was triple basement room which had so much dust on telephone that the room itself looked like never used before the evidence of past use: the paper from candy left under the bed. Dead roach under the bed for third person (luckily again I was alone) who has been there for God knows how long)...do these people have maids?? I've asked myself. But the next morning I discovered they do since I found new towel in bathroom (I used my own towel as pillow sheet and my own sheet as something clean to lay on. That morning I woke with tremendous stomach cramps. I thought it was just English tea and my gastric problems. But the next morning I woke at 4.30 and to discover that when I get up I do not feel any cramps but if I try to lay down my stomach is killing me. It was then that I realized the thing was about their sheet (I still used mine but I put them on top I didn't remove theirs) I smelled them and it was awful! As if someone died. I thought about Four rooms by Tarantino. So I didn't sleep at all during my stay in London thanks to this hotel that gave me this kind of room. And that horrible smell. I am really tolerant and I can take a lot. But to call yourself a hotel with three stars and charge as much it's really too much! I still like London I didn't let that Hotel ruins my happiness for being in London luckily I booked for two night only it was not that cold so I did not have to use covers (the bed was so grouse that I didn't even want to go in but rather put my sheets on and sleep without any covers). As I am tolerant I haven't said anything and it was two night only. I am pacifist. BUT in any OTHER CASE I would rise war! If this hotel has good rooms I haven't seen any. I will definitely go back to London and stay at the same neighborhood but this hotel I will avoid in big circle. Positive: Location nothing else. And Consigliere very polite and helpful. The lady who was working at reception: very unpleasant and unfriendly. Negative: Rooms.,F3l3y3
UR124977615,2012-21-February,internet cost 2 pounds/hour. It should be free. I first had a room that was renovated and quite nice. I was very happy about it until 6am when i realized that it was next to kitchen and the staff was so loud I could not sleep. I assumed all the rooms are the same quality so wanted to change but they gave me a room with dirty carpet tv had just 5 channels. ( the other room had at-least 26) the room temperature was +30c and someone smoked hash above or below so all the smoke had come in while the window was open. I was then given another room in the basement. That was very moist and and has mould on the wall. I could not open the window to get fresh air. I would not pay more than 50 pounds for a single room. the staff was ok but sometimes they were not around and people were looking for them. Bed was not good.,suska3453
UR126362302,2012-19-March,There were holes in the walls and bathroom door. The towel rack fell off the wall. I put a do not disturb sign on my door but the house keeping staff walked in anyway. The buffet breakfast was disgusting. Tinned tomatoes heated up the coffee is like hot bitter dishwater. I ended up eating breakfast out most mornings. I asked for a 4am wake up call luckily I woke up at 4.15am by chance. I never received the wake up call. I checked out and listened to the staff argue over how many nights I had stayed and If i had paid my account in full... I had prepaid weeks before I arrived. On that subject I had to email and email and call 4 times to finally get the hotel to process the payment and issue me with a receipt. They eventually processed the payment. I then had to follow them up again for a receipt. Absolutely appalling customer service. The corridors are like a rats maze and the carpet is worn and Old. The lifts are scary and ridiculously small. To top all this off after 3 nights I developed what appeared to be a rash. By the end of my stay I went to my doctor who said the red spots on my arms and legs are bed bug bites. My advice to anyone looking for affordable accommodation is to save up a bit more cash and splurge on a hotel with another few stars. this hotel is advertised as 3 stars it would barely make 2 stars. Worst hotel experience EVER.,Suburban_gay
UR123146505,2012-16-January,this is the worst hotel i have ever stayed in!! if you want a hostel then stay here! the rooms are very small and stink! the bathrooms are awful it was that bad i couldnt bring my self to have a shower.. when you arrive the reception looks ok so we were releaved - until we went to the room! the corridors were tiny and dirty with marks all over the walls when your asleep you hear everything!! we heard everything in the room next door in the mornings you heard every up and running along the corridoors. the only nice thing i can say is the breaksfast was nice. i would never stay here again - and for 90 per night it was a complete rip off !! the receptionist was VERY rude aswell !,JENNA T
UR124464452,2012-12-February,when we arrived we waited 10 mins to speak to someone in reception to check in. The rooms are very small and the bathroom even smaller. The shower only worked when it wanted to. We had scaffolding outside our window so no outside light was coming in. I stayed here with my family. The breakfast was disgusting and only one member of staff available who was rude and not willing to help. No mugs or glasses to get a drink. Or forks. and beware of the lady cleaning the tables with the trolley. She's dangerous rude and face like a bulldog chewing a wasp. lifts were very small and dangerous. Door were hanging on one hinge in corridor. Hotel was full of foreigners who were rude! Never again!! Don't let this hotel spoil London because outside of the hotel was amazing!,nat92x
UR125947350,2012-11-March,Stayed on the 5th floor.Corridors were like rat runs & the room was smelly.It smelt of drains.Heating was cranked up to full and it was quite a warm day.Breakfast was like a free for all.They ran out of plates and had to ask at least 3 times for them.The lifts were very scary!!,TheMrsC1970
UR96091731,2011-9-February,I stayed at this hotel last weekend and I must say that I was disappointed by the quality of the room. When I arrived there I thought that everything seemed to be fine since the room was in my view clean and bright. The problems were the breakfast bags (eating two dry croissants isn't breakfast) the shower didn't have enough water pressure to shower under and the absence of remote control for the tv. I of course complained about this to the reception but they couldn't be bothered about it. So I have made a formal complaint to the travel agent who booked this hotel for me I didn't get the value that I paid for. The worst thing was that the shower didn't work I thought it was the biggest fault a hotel can have,LoHel
UR121539143,2011-9-December,The rooms have not been maintained there is paint coming of the walls. The bedroom 411 where we stayed had broken curtains and window latch creaking floor boards toilet and shower drains blocked the room smelt stale and of cigarette smoke. Breakfast was continental with cooked consisting of sausages beans scrambled egg tomatoes and mushrooms. Ok if you like this but it never changed. Be aware of ordering a taxi from here as they have there own people doing it and charge more. This is not a safe hotel we even had our belongings gone through and checked out. Overal a very sad place to stay.,Winno1967
UR95783147,2011-7-February,me and my partner stayed there this weekend for my birthday and our engagement. ... so where do we start. not with anything good to say thats for sure. AVOID THIS PLACE LIKE THE PLAGUE! 1) our room was no good because the shower was blocked. It took another 4 rooms before we got one ... n that still had a dodgy showerbut it 11pm by now. 2) The place was dirty. 3) Apart from 2 the staff we not helpfull and hardly any spoke English. 4) No phones in rooms on 5th floor so beware! 5) The water system especially on 5th floorwas a joke. Showers worked when they wanted the water was cold if you were lucky to get water flow it was poor. 6) Only midgets can access the lifts - no morethan 2 at a time and without bags! 7)Breakfast was a joke. Their was no mention on websites of the dining room being closed. If you do book continental breakfast hope you like apples n cold coissants! But what they dont tell you is you can get a ticket in exchange to have a cooked breakfast in hotel across road. 8) Oh and they cheeking monkeys ask for payment when you arrive. DONT DO IT. Pay only on departure. We paid nothing and cancelled card the following morning so they cant take the money! Overall i really enjoyed it ... NOT! it was disgusting. Fawlty Towers is Buckingham Palace compared to this s***hole. Thanks for ruining my birthday/engagement Queens Hotel -Hotel? Thats a joke!!!!! I should have guessed something wasnt right with the place when i checked in - as i walked in 4 rats with their suitcases walked out.,partyblonde
UR103194520,2011-7-April,OH GOD!! It was actually so horrific that it was hysterical. Firstly we couldn't find it as there's no sign on it it looks like an old run down hostel for the world from the outside Then trying to get our bags to our rooms was terrible - Lifts hahaha the bags wouldn't even fit in it was hysterical tears coming down my face at this stage. So we walked down the stairs with the bags i have bigger muscles now! The room oh god horrific. Different coloured carpets supposed to be three beds so there was a double and two singles but only two pillows when we asked for more we were told there were no more. Shower nozzle was the hold yourself type or don't have one!!!!!!! Not a great neighbourhood to be walking around either..AVOID!!!,Erin068
UR102879966,2011-5-April,During our visit renovations on the hotel check in/business area were undergoing rennovations. I can deal with that ( though it did cause problems since I needed the business area). Lack of hot water is a HUGE issue here it is a ongoing and current problem. Don't stay here if you like to be clean period. Guests were given several excuses on this matter but the truth is the hotel knows this is an issue and they are not dealing with it in a timely matter. (( I will be speaking to Virgin Vacations about this!! )) The rooms were not bad I know this isn't the Ritz and I was not expecting much to be honest. What did surprise me was that apathy of the staff..no one cares. The same "Don't forgot to change your clocks tonight ahead one hour " sign was on the wall by the elevators for days..no one there could be bothered to take it down. Also it could be cleaner the corridors need cleaned..it was pretty weird to see staff walk by trash and not be bothered to pick it up. The breakfast room staff has a nasty attitude. One girl in particular yelled " it isn't open yet" in the snottiest voice as we were walking past . We had no plans to eat there that day ( had an early tour planned ) but we wanted to find out where the room was ..and the next day when we did do breakfast she walked around very unfriendly and gets upset if you get a clean plate to revisit the food. She just oozes "I should not be working with the public" . The front desk is okay they are not warm and welcoming. Also if you need a taxi don't book the overpriced shuttle the hotel will try to get you into..step outside and hail a cab...don't pay 30.00pds for a 8.00pd taxi ride. All in all if you don't expect hot water or a caring staff then book here. If you are looking for a basic room that is a place to sleep and a chance to be on the shower lottery then this is the place for you!!!!,IndyDenise
UR111415789,2011-4-June,I can write a lot of this hotel but there is something so nasty that anything else good or bad simply don't matter. We had a MOUSE IN OUR ROOM!!!! He served himself with some sweets we had in the room and when I get up from the bed he simply run away in front of my eyes!! It was a teryfing experience... We called reception desk immediatelly (it was 1 o'clock in the night) and the guy was nice to change our room with another one; Anyway AWFUL EXPERIENCE!,Dafyda
UR95455832,2011-4-February,IN our opinion all the negative reviews we agree with because that was our experience.When you complain he says take it up with agency you booked with they were informed of building work and should have told you.But that does not excuse the hotel because there is still no mention of building work and dining room being closed all january and possibly february on queens park hotel website,lesmel52
UR114905557,2011-30-June,This is the worst hotel we have ever stayed in. Our bathroom flooded when the guests in the room above us had a shower which meant we couldn't use our bathroom. This was also a fire hazard as the electrics was in the panel in the ceiling. The staff couldn't move us apparantly as there were no more rooms available (I find this hard to believe!). The staff are very unprofessional and do not care about their guests. They wouldn't give us a refund and said there was no manager available at the weekend. The breakfast room is also a shambles. I have seen more order in a school canteen!!,DFagan1980
UR117622776,2011-3-September,we stayed for 2 nights there are two lifts in the hotel of which one was out of order and they only hold 2 people at at time together with this the stairs where out of bounds due to hotel extending into next door. the rooms are over five floors and so you can imagine everyone trying to go up and down to breakfast two at a time!in a very slow lift!!! we decided to try the stairs as is was getting very hot to be met with the stairway boarded up so we went out onto the fire escape to the ground floor and over building area and back into breakfast room Our room was one of the 'new' rooms the toilet seat came off in my husbands hands there was no remote to the telly one thin pillow each and 1 sheet 1 blanket but no bed cover no extra if cold . we will not be going back there.,dihoppo
UR114808809,2011-27-June,The smallest double room ever so small the bedside tables were just wide enough for a cup! The bed was the creakiest bed in the world.No remote for the TV reception found one for me but the batteried were flat. so had to manually operate it....only problem was that it is so high on the wall I had to stand on the bed to perform this. Tea/Coffee not replenished daily. Placed the plug in the sink and couldnt get it out Electronic card key stopped working. Fire escapes blocked with dirty laundry The rooms and corridors are so small that it gets stuffy with no air circulating. Breakfast....go either early or late as it gets very busy and more like a canteen with poor quality produce. No bar facilities. On a plus...its location to Hyde park and the tube are to be commended,Andrew5061
UR117315260,2011-27-August,We stayed here for 3 days. Positive's- breakfast and location is very good. Negative's - Wifi not free unfriendly and cold staff. staff do not care about guests. since our room was on the side where construction work had just begin. so our window was totally blocked.,Kj_1409
UR94538716,2011-26-January,Arrived to hotel . as soon as we entered reception area which looked like a dump/building site!! With scabby furniture  paint peeling off walls. We checked in and we were explained about having our breakfast in a bag (ridiculous) because breakfast area was been refurbished nothing about this when we booked - very misleading. We continued on to go and see our room waiting for the lift the geenral cleanliness was horrific. dirty walls  door knobs dirty handprints all over walls. as we walked to the rooms the floor was even sinking! Got tot he damp smelling room. Dirty looking bed covers with blankets you wouldnt even use for the farm animals. We decided to check out and explained to receptionist we are disgusted with quality of hotel. She then replied 'ok'  'no problem' !! - Please book else where dont waste your time with this hotel!!!,muricia1951
UR118566367,2011-25-September,what can we say. we had a room that you literally could not swing a cat in. we were not told about the building work being done to the hotel we had scaffolding outside our window for the 4 days we were there and yes you have guessed it we couldnt see a thing because of the huge polythene screen that was put up by the builders. we felt totally claustrophobic. we were woken up every morning at 7.30 with hammering drilling etc.we work hard for our holiday break and are disgusted that we had to put up with that. oh and before we forget if your expecting a good breakfast then go out for one.,551weeble
UR119718857,2011-25-October,I stayed this hotel february 2011. I just sign up last month and i should write my old experience about this hotel. I think this hotel's location is good. In thirty second you can arrive hyde park by walking and location is so close the underground station (queensway) central line. So this mean you can reach too many places with this line. Also in my opinion price is cheap. We stayed 7 nights in double room including breakfast 335 pound. That's so reasonable to stay in central location in london. Moreover hotel rooms are too small but i think it should not be a big problem for young travelers. My advice; if your expectation is not too high and you will visit some places whole time in your day. This hotel satisfy your need.,CinarK
UR114734640,2011-25-June,Rubbish disgusting can't even get duvets one pillow cold shower,Alison150376
UR101289843,2011-23-March,We booked this place as it seemed in a good location and was reasonably priced and it looked OK from the pictures and description on various websites I browsed before deciding.First impressions were not good old tatty reception resturaunt was closed for refurbishment which was supposed to be completed 2 weeks before we stayed. The lifts were so small you couldnt fit 2 people in with luggage so we went to the 4th floor by stairs. the corridors are so narrow that you cant pass another person with luggage without one person giving way.the whole place is grubby and tired. The " lavish" room we were staying in was supposed to be "recently refurbished" with sat TV radio trouser press and other stuff that wasnt there.It was pokey grubby the shower was useless the bathroom was so small you had the sink right over you when you sat down.The toilet seat was broken and brerakfast was in a paper bag in the room due to refurb. I imagine now that the refurb has probably been completed this will not make a blind bit of difference. Now the good bits....er er none apart for location and thats it. AVOID,Wolvesmad33
UR120860099,2011-21-November,Like the other reviewers we felt the lifts small room was also small.The bed was against the wall making it difficult to get out of.The bathroom was also tiny .Water dribbled out of shower and luke warm and we had to request a sink plug.Breakfast was not bad but as things ran out were not replaced until a guest requested.,nannaPaignton
UR120828067,2011-20-November,On arraving at the hotel first impression very good nice clean reception. They asked for 20 out of my account which i was fine with. Went to get the lift which was so small that me and my girlfriend could barely fit in with our suitcase and it took forever to come down. Trying to find our room was a nightmare with the carpet on route looking really old and worn. Got to our room and was not impressed was very small for a double with light swiches hanging off the wall bed sheet disgusting and looking warn. My girlfriend after waking up had bits all over her. Going into the bathrrom was small tiny shower dust on the toliet sheet and basen. Was disgusting it STANK was awuful didnt even want to go in there. we were staying only 2 nights but after gettig back we were expecting our room to be cleaned which was not done for them to just walk in at 5 o'clock. Found it amazing that there was no information pack to give you numbers to call reception or anything. TV so small could barely see it. Breakfast was inedable corrisants werent cooked egg runny no bacon. im very dissapointed at the amount i paid for the hotel i would definatly mot stay here again and would not reccomend this hotel at all.,sophie w
UR104732999,2011-20-April,I wanted a cheap overnight stay in London and booked this last minute. Due to the ongoing refurb on the ground floor the reception was a tiny 3M x 3M with stairs to the first floor to catch an Elevator. The corridor was barely 4ft wide and the floor is uneven with creaky floorboards everywhere. The room was Very Small and the walls are paper thin. The rooms are in desperate need of a paint job and the carpet in my room had a large bleach stain by the shower room. The room TV only has the basic analogue channels and the picture quality was lousy. The shower room was clean and adequately sized. The continental breakfast is a joke Soft rolls shaped like croissants bland sliced cheese tinned fruit pieces and a toaster that burns bread on one side and doesnt toast the other. For me it was just a somewhere to lay my head for one night but I certainly would not consider using this hotel for any longer than one night. It would drive me to depression staying any longer.,Wa5te
