review_id,date,content,author
UR124353477,2012-9-February,Grand Seas Resorts 1-7-2012 to 1-12-2012 When we arrived we were greeted warmly and told that they would charge a $50 deposit to our credit card that day. We thought that was unusual. Our first room had a kitchen that was extremely small and to our way of thinking unusable. The television blanked out repeatedly. The sink does not have a garbage disposal. They do not provide filters for the coffee maker so that had to be our first trip to the store. Since we had exchanged a Marriott Barony Beach property for this through Interval International we were very disappointed with the Grand Seas. The Grand Seas is only 25% of the property we deposited for the exchange. We arrived late and didnt check everything out before falling into a very uncomfortable bed. In the morning we discovered ants every where in the master bedroom. We then moved down to the second floor to a unit that had a much better kitchen still without a garbage disposal. 3 of the 4 outlets in the kitchen did not work and one of the outlets did not have a cover on it. A call to the front desk got that corrected. After walking around the room for a while in our bare feet and socks we discovered that the floors are so dirty that the bottoms of our feet turned black. It was disgusting. We called to have the floors washed. Really!!! The bottom cover of the refrigerator was missing and we had a wonderful view of a rusting gaping hole. I dont know how fast things rust down here but this looks like it has been through a few hard winters driving the streets of Boston. The exhaust fan vents were caked with dust the kind that you get if you dont clean them for several months. Housekeeping came and cleaned our room. They say they washed the floor but our feet still turn black when we walk from the bedroom to the kitchen and then to the living room. When they cleaned the exhaust vent in the shower they left black foot prints on the bottom of the shower. We had to wash the shower before we could use it. The television in the second bedroom did not work. They came and changed it out and couldnt get that television to work either. I dont expect them to come back voluntarily. Internet service is very problematic. It keeps dropping out. It goes from excellent service to no service over and over again.,ChuckS160
UR131549828,2012-8-June,We are finishing up our stay at this resort tomorrow and I want to share my thoughts while they are fresh. Front desk personnel were extremely rude and unaccommodating when I just called down to complain about the piercing alarm sound that has gone off in the room every 2 minutes for the last half hour. Apparently maintenance is testing the alarm system and they "can do nothing about it" what was extra insulting is the glee with which they say "my pleasure" at the end of every call whether it was pleasant for the customer or not! This is our last day here and boy are we glad to be headed home tomorrow! Upon arrival we were permitted to check in an hour early as our room was ready.That was nice. We were informed that we had to see the concierge to get our "pool bracelets". This is their ruse to get you to go face to face with the guy who will attempt to schedule you to attend a breakfast sales presentation. There is no real breakfast (donuts and coffee) and the presentation takes more than an hour. We went for the free "sand dollars" (resort credit for meals). The vacation package/plan they are selling is a big ripoff but the little restaurant Gilligans has a good breakfast special and the food was yummy (and the Gilligans staff is very very nice) and you can use your sand dollars there if you choose to endure the sales pitch to get them. FYI- nobody seems to be checking for those bracelets at the pool. In fact they do not seem to care much about whatever goes on around here. The room was old floors were dirty as others have observed no hangers in the closet (we had to call 3x to get some) fixtures old dust and other peoples' odd junk (hair ties books) found behind furniture. No garbage disposal whirlpool jets in the tub spewed black gunk. Brought plenty of lysol products and decided that we are basically camping out. The view is awesome from the upper floors almost worth the grief of dealing with the rude and unhelpful staff and the sub-par accommodations. The one day our room was to be cleaned was Wednesday but staff came in on Tuesday while we were at breakfast. Our belongings were tossed into corners floor was mopped but fold away bed was left open so a large bit of the floor was left unmopped. Strong smell of bleach in the room was the first tipoff that they had been by. We were not pleased. We have stayed at many different places via timeshare exchanges but this was by far the worst both with regard to the facility and the staff. Daytona is great come on down here anytime and you will have fun- just stay somewhere else!,smartimom
UR133659123,2012-7-July,I wanted to get away for a few days for a little bit of R&R. We can all use a quick break now and then. Statistically speaking there is no where near enough parking to accommodate the size of the resort. For a resort that charges these prices the focus should always be on customer service. There were no staff to greet you as you pull up to the front door nor was there room to turn around. I walk into the resort and immediately there was already a confrontation going on about an incorrect reservation. Instead of empathizing with the guest the front desk just shook their head and continued to argue with the guest. Either the front desk personnel were not trained properly or the owner does not care. I then had to find where the carts were find my car unload it in the pouring rain and attempt to get this cart into my room to unload it. I was also surprised to find that all the studios didi not have a balcony as advertised. There were paint chips falling from the ceiling at the window obviously in need of repair. The mattress was old and sagged in the middle. I had made two more trips to the front desk for information only to find confrontations with dissatisfied guests each time. There were plenty of staff around but no one would help with any issues and often speak in their own foreign language during one of the front desk confrontations. This resort could be so much better than what it is-but then again who would pick this up but a strategic business analyst. If you want me to do an analysis of your business contact me at thestrategicbusinessanalyst@yahoo.com,DanDib
UR127438599,2012-7-April,We arrived at the resort to find almost a 30 minute wait at check in. This did not bother us too much as we knew it was spring break. However once we got checked in and went up to our room our key did not work. We had to go back down and the lady at the front desk gave us new keys. We went back up to the room and they key still did not work. There were two maintenance workers that met us at the door and said the key was not going to work and they had told the front desk this. Maintenance used their master key and opened the room to a room packed to the ceiling with extra furniture filing cabinets etc. We went back down to the front desk and the lady who checked us in could not even be bothered to come out of the back office to apologize. In fact there was no apology from any of the staff. We finally received keys that worked to room that was not clean. We were supposed to have a room with two queen beds and ended up a murphy bed and a pull out couch. We didn't complain. We kept the room. We only stayed one night in this hotel and during the one night we stayed we found an empty box of condoms a half empty bottle of vodka in the freezer woman's toiletry trash on the floor in the bathroom and a ball cap in the murphy bed. In the bathroom there was hair all over the floor. We had to put towels on the floor and scoot around so we did not touch the floor. There would have been absolutely no way we would have stayed for more than one night in this hotel. It is one of the worst hotels I have stayed in.,Rita T
UR127278780,2012-5-April,Interval International also led us astray during the fall of 2011 by booking us in this resort and trying to pass it off as a "premier" resort. I am convinced that they save the most horrible suites for the Interval customers!! We also had a dirty unit. We had to go to Walmart to buy cleaning supplies to clean the room before we would sit on anything. The refrigerator was rusted out and covered up by a poor coat of latex paint on the outside. Water damaged cabinets in the kitchen were glaring along with rusted out dish racks in the dishwasher. Not sure who gets balconies but our room had windows with no balcony. The outside of the resort was in a nasty state of disarray and the staff were rude. I wrote a letter to Interval upon our return and just received a mild "gee that's too bad" - Please think twice about staying at this resort.,nocnurse1966
UR127236407,2012-4-April,Compared to our past experiences w/ Interval resorts (particularly Boston Custom House and Royal Mayan) this "resort" was extremely disappointing and we would suggest that Interval remove it from their inventory until such time that there are major renovations/upgrades and it is brought up to the standards expected by Interval members. We had initially booked an efficiency unit but declined the one assigned when we realized that the Murphy bed was approximately 15 inches off the floor and there was paint spattered on the kitchen floor. We were told that all efficiency units have Murphy beds - a fact not noted on our confirmation page. We were told by the resort that we could "upgrade" for $150 for the week. After phoning Interval to complain we were advised that we would receive a waiver for the next time we exchange. My husband and I agreed and were given the keys to a one bedroom unit. Upon entering we noted a minimum of TEN DEAD INSECTS on the floor plus TWO dead insects on the headboard of the bed. Again we returned to the lobby to decline the second room and were given keys to Rm 5010. After nearly 90 minutes of being hassled we were finally in a marginal but more acceptable room. The Grand Seas is more of a glorified six story motel - the building inside and out is poorly maintained. Outside we noted chipping paint rusting around elevator openings filthy elevator doors paint spatters everywhere broken glass and other debris by the steps leading to the beach which were present for our entire six day stay trash containers that were full for several days at a time plus incessant country music in the lobby and on the ground floor. Inside Rm 5010 we noted chipped floor tiles stained grout dirty bathrooms dirty soap dish in bath/shower stained toilet seat lid dirty hand prints on all doors furniture that was chipped wall that had paper/sheetrock peeled off/paint missing windows that needed washing stained seat cushion on furniture and stains on curtains in living and bedrooms. Another major negative is that the Grand Seas does not allow anyone to move lounge chairs from the pool to the beach area and one would have to rent such lounge chairs from a vendor at an absurd cost of $35/day per chair. There are several positives to this resort  the young women who helped us to obtain a more suitable room were pleasant and the maintenance worker arrived within 10 minutes to repair the door lock. Although there are no balconies on the upper floors the view of the beach was gorgeous from our 5th floor room and the location was convenient to grocery store restaurants museum. However it is laughable that there are numerous Interval plaques on the wall behind the main desk in the lobby that proclaim the Grand Seas a Premier and 5 Star Resort.,JVCNP
UR123923302,2012-31-January,This once was a lovely place but today is drab and depressing. It was slightly seedy feeling. There are many conveniences around the resort such as a supermarket and restaurants but the accomodations don't live up to modern standards. Slightly dirty group of mentally challenged adults living there staff was friendly but poorly informed about the area. On top of everything else they keep a sales staff there to try to sell you a "travel club" using high pressure techniques and lying. Avoid this like the plague.,JoanBW
UR139280327,2012-3-September,Booked (AND PAID FOR) A two bedroom but upon arrival I was told that we were getting a one bedroom - that was all they had available. For three adults and two children! The issue has not been resolved. Parking is horrible front desk staff is RUDE and didn't care about the fact that a one bedroom wasn't going to work. To make matters worse - the check in process took 35 minutes and we were the only ones checking in. They send you to get "pool bracelets" but truthfully this is just to give you their sales pitch. Rooms basically suck. The bed is like a slab of cement. No mirrors and not clean. The elevator was broke down and we were staying on the fourth floor. Hallways are filthy. I honestly feel that what they did to us should be against the law. They are dirty crooks.,Olivia500
UR138359768,2012-25-August,We stayed at a resort in Orlando and chose grand seas resort for our 2 nd week . On arrival we found this to appear not a five star resort. exterior looked like a motel. I nearly fell through the railings in the car park on to the beach.on check in all paper work given was A photo copy (not what you would expect from a five star establishment)the resort felt run down.we checked in and checked out all within 1 hour. We didn't even get as far as the room. The rating system is guide to hotel quality I feel we have been miss lead. We rebooked into our original resort.,allangroom78
UR123522669,2012-23-January,This hotel should be avoided. I do not even know where to start! The room was very dirty. We complained about the bugs we were told we could spend $30 to have the room cleaned. There was a pill capsule on the kitchen window sill that we repeatedly asked to have removed. We threw the pill away after two weeks. Furniture is extremely worn. Constant phone messages to sell some type of cruise program. We empty our own grabage and took our towel to the laundry daily. When we turned bathroom light on in middle of night you could watch bugs scatter. Main desk staff was polite but really did not want to hear complaints. None of the employees seemed happy and absolutely no one said hello or good morning unless spoken to first. The only plus was the Grille located in the hotel. The wait staff in the Grille was very friendly and helpful. We were unfortunately at this hotel not a resort by any standard for two weeks. We will not go back!!!!,BohanDonner
UR124826895,2012-19-February,Room smelled so strongly of bleach that it burned your nose hairs. Poor lighting at night. Front desk treated us like criminals when our room key would not work. Would never go back. There were also roaches. No security.,shannon s
UR130161968,2012-18-May,Just like some of the interviews which gave the true description of the Grand Seas Resort in Daytona Beach we were highly disappointed. This was my first time using Interval. I am going to write this company a letter asking if they ever do check out these places at all? The pictures in the catalog we viewed looked so good but the reality was totally different. Not only no balconies but no screens either on any of the windows and they were dirty. When looking up from the pool people had their windows open and the drapes were blown outside by the breeze because of no screen. Very tacky looked like a real 'seedy' place from below. It looks like it has not been renovated since at least 1950 with old old appliances the stove was rusty in parts one burner was broken and did not work and the oven had not been cleaned in a very long time the floor molding was coming off and rusted at the corners a bad uncomfortable mattress pad on the small Murphy bed. On and the bathroom had one small mirror and no mirrors at all in the room. I would never use that bathtub as a jacuzzi spa. The vents were black looked dirty. I wish I had looked on this site of trip advisor before I booked. And those who said this so-called resort was great either do not expect anything at all or must work for this resort in some capacity. The only saving grace was the beautiful view of the ocean nice flat screen TV and the small restaurant/bar attached was okay and the food quite nice and reasonably priced. But all in all it will go down as 1 on a scale from 2 to 10; 10 being best. I hope we never have to experience a dumpy place like this again. In the paperwork I had there was a fee to change rooms. As I peeked inside at other rooms when in passing I saw that they looked pretty much the same. SHAME ON YOU INTERVAL for not taking better care of your members (who pay huge $$$$s to belong to your membership) in this time share!,Paula F
UR137102802,2012-13-August,One year it is fine this year it was a huge disaster. Floors filthy all along walls Cherry stems and pits out in the open fridge and dishwasher rusted on the inside. Sales asks what problems you are having and then say we do not want to hear that just stop talking. Only saving grace this week was the front desk. Everyone else just does not give a damn and should be fired.,Mlevis
