review_id,date,content,author
UR125846228,2012-9-March,After reading the scathing reviews from our fellows on Tripadvisor I called to cancel my reservation for late February. Again worried about all the issues regarding this hotel I actually wrote down the cancellation confirmation number and name of the reservation agent. Of course on my next AMEX statement is the room charge from the hotel. When I called the accounting department at the hotel to give them my cancellation confirmation number I was told I had to write an email explaining "my error" and why they should refund the charge. I requested and received the hotel manager who basically told me there was nothing she could do. I told her I would be contacting AMEX to resolve the issue and instead take my time providing my scathing review of her hotel WHERE I DID NOT EVEN STAY! I am personally amazed based on the negative reviews at this hotel that it even stays in business.,Luv2SkiTahoe
UR122792302,2012-8-January,it is a very good locationbut so are the ears on the side of my head and they are cleanwhen you read a review about this hotel you realize it is as bad as the sayits not cheap its dirtyand again filthy carpethole in tub that leaks on floor when usingmold does not describe mini frigdirty walls dirty every thingI would(will) pay more next time in New York we did finally decide it was better than camping if you did not have a tent and it was cold and rainy.Oh the best part about this place is no one caresit is what it is dirtyfilty moldy with incredibbly dirty carpet and we had two rooms for 3 nites and we cold not decide which was worsteven though my sons room wash basin was full of water that someone had brushed there teeth and spit outsink did not drain time we wher there.,daniel d
UR122735433,2012-7-January,Let's get the location thing out of the way: This hotel is an an awesome awesome location: across the street from Madison Square Garden right near 1/2/3 subway line. Stores restaurants Midtown attractions - you're in the center of it all. Don't stay there. This hotel is more than 90 years old and it shows. It's not a charming historical hotel but a huge and badly maintained dump. The room I've stayed at had stains on the walls and the carpet was weird the TV was an old CRT and some of the wiring was carelessly done. Lighting was inadequate room was almost always dark. The bed seemed old as well not very comfortable. The window which overlooked one of the folds of the hotel and not the street was thin enough to allow a lot of noise in which is a problem in the city that never sleeps. The bathtub had a huge ugly stain around the drainage hole and the shower head was uncomfortable. That said I wouldn't call Pennsylvania hotel unsanitary - no bed bugs the bed sheets were clean and so were the towels. Another lackluster aspect was the customer service. Due to unforeseen circumstances my girlfriend needed to book the hotel for me and she has done so with her credit card since I didn't have mine on me. When I checked into a hotel in DC with the same situation they were friendly and just asked me for a 100$ security deposit which I was happy to provide. At Penn they refused to do that claiming it's the hotel policy and they're not to blame it wasn't made clear when I ordered on third party website. The supervisor even had the audacity to answer the question "Where does it say that I have to have a credit card" with a vaguely threatening "You don't wanna go down that road with me". In the end I was only allowed to check in after my girlfriend photographed her cc and drivers license and sent it to them by email (How very secure). I understand that this hotel is usually one of the cheapest in Manhattan but seriously it doesn't worth the 20-40$ a night you'll save if you're a tourist. If you just need a place to stay at cheaply near MSG well it beats staying on the street.,DenisVitchevsky
UR124253151,2012-7-February,Dirty and unkempt. Dust everywhere air con broken (front falling off) and cracked toilet seat. Decieving from the outside and reception. But central and easy access to everywhere either on foot or subway. Would we go back to that hotel - No.,TheHortonsWarrington
UR127425968,2012-7-April,I stayed at the Penn in July 2012 and I had an awful stay. I was happy when my stay ended. The room was filty the shower didn't work properly and it was smelly all over. There was very rude staff at the front desk. Myself working as a hotel manager was treated in a very bad way. The queue upon check-out time was huge and I was waiting to do my check-out for approx 1 hour. When it was my turn three young guests went to the desk and I asked them to go an queue as well as everybody did. The receptionist was shouting at me and insaulting me. She told me that it is her who is deciding who will be next at the dest and who has to wait. There was one manager I suppose it was the GM of the hotel watching all the people queueing and was just standing there. One guest asked him for an information and he sent the guest to queue as well. What a horrible service from the top to the bottom... I will never ever stay there again,nahla1976
UR125715956,2012-6-March,I never go to the trouble of giving bad reviews to hotels restaurants bars etc. However in the case of Hotel Pennsylvania I'm more than willing to make an exception. This place was/is an absolute dump. I understand the appeal of an historic hotel in NYC but I have no tolerance for old ratty linens dirty bathrooms non-working lights missing amenities (i.e. ironing board) and just a general lack of being with the times. The room was $120 for one night which by NYC standards is cheap. Holiday Inn Express was the exact same price and I wish I had gone with them instead of Hotel Pennsylvania. I'm not what anyone would call a frequent traveler so any hotel losing my business is far from an issue for them. However I hope I can influence anyone else that is even considering this place. If you enjoy staying at any hotel with modern amenities and acceptable upkeep/cleanliness DO NOT stay at the Hotel Pennsylvania. Consider yourselves forewarned :),Patrick M
UR124211996,2012-6-February,The lobby of this hotel is beautiful. But you will soon realize that is where the beauty ends. The whole building hasn't been renovated since who knows when. The walls are paper thin. The bathrooms are old tiny and drafty. The carpet looks like it was laid in the 60's. It's peeling back everywhere. The walls are scuffed old and dirty. The location of this hotel is great. It's right across from Madison Square Garden and just a few blocks from Times Square and everything Midtown has to offer. If you are a young person coming into the city for a concert and just need a place to crash this will do the trick. But if you are looking for a comfortable clean hotel where you can stay for a vacation this is NOT it.,lbourg1
UR125583672,2012-4-March,I stayed at this hotel 2 years ago and have never got over it. Having visited NY last month staying in the superb Hotel Park South I felt compelled to write a review. This hotel is atrocious the staff are rude aggressive and totally disorganised. The rooms were disgusting upon arrival we were faced with dirty unmade beds filthy carpets wet used towels heaped on the floor and as for the bathroom dont go there urghh! How they get away with it I dont know the management should be ashamed of themselves. Oh I nearly forgot to add that the Westminster Dog Show being held in Madison Square Gdns hence the hotel was full of dogs and their owners which resulted in dog wee and poo in the reception area corridors and lifts honestly I'm not exaggerating. Do not stay here ever!,Cathy F
UR127250234,2012-4-April,We took a school trip here from the UK Students out in rooms across all floor not together not enough beds some rooms hadn't been cleaned from previous guests.Dogs all over the hotel. Rooms smelt showers disgusting. Tramps and druggies hanging around in and outside of the lobby. Staff slow rude unhelpful and did not resolve issues in fact at one stage one of the "managers" was hiding from us in the back. Some staff I would even describe as agressive. Location didn't make up for the awful hotel and staff. Stay somewhere else.,Lindsay E
UR126948643,2012-30-March,From the beginning Hotel Pennsylvania disqualified itself by (in the rudest possible way) demanding 4 dollars per suitcase for holding them for one hour. (The room wasn't ready so we had to pay extra.) That is more or less the quality of service for this hotel. Rude staff who is absolutely unwilling to help let alone send you a smile seems to be company culture. We don't expect that to change sorry. (And we are positive people who always meet people with a smile. Only one receptionist returned that gesture and did what he could for us. As you will know from other reviews the hotel is quite run down. Rooms are dark brown with insufficient lighting and not in any way renewed for decades. Off course there was neither fan nor air condition in the room. The socalled business lounge contains of two coffee machines two computers of old age and generally old fashioned cafe furniture. The carpet was totally worn down. The two computers was at all times occupied by kids and young people who used them for Facebook for hours. The hotel doesn't seem to care for the travellers using mobile devices as smart phones or iPads. The only way to get your own device online was by cable in the room at USD 11 plus taxes. And we even paid extra for free wifi and a superior room! This had been confirmed twice to our travel agent thus making us choose HP because of the location. Breakfast is served in the socalled business lounge and consists of rolls croissants jam and coffee plus a watery orange cordial. No yogurt no fruit no juice no milk no cheese no meat - nothing but rolls jam thin cordial and coffee. We even got a "special deal" paying 208 per night for a double. Or ... no ... perhaps we didn't. Because when we arrived we were told that the rate differed from day to day ending at 262 dollars per night. Plus taxes of course. And this was late March 2012 implying low season. Wonder how much they're gonna charge you in July? NEVER get anywhere near Hotel Pennsylvania.,SteenKR
