review_id,date,content,author
UR129483881,2012-6-May,Wow where to begin this was the worst Hotel I have ever stayed in. The place is older and run down. Carpet though out the hotel was filthy We had to switch rooms because our room had NO HOT water! When we went to the front desk the clerk was very rude unfriendly about the ordeal but did however switch our rooms. The pictures posted on the web site must have been taken quite some time ago the rooms are dirty and need repairs the bed was hard as a rock. Around 5 in the morning we were awaken to people fighting and screaming in the hall outside of our door. I would never take my children to such a disgusting lack luster "resort"! Will never return.We wore our shoes to take a shower the floors are dirtier than the parking lot!,Deliac34
UR136396548,2012-6-August,Worst Hotel I have ever seen. We arrived in Daytona beach on Aug 4 2012 and wanted a place to spend the night before driving back to NC. I was a bit concerned when I saw the lobby but I thought the rooms would at least be clean. We paid for an ocean front room and they put us in a very dirty street side room at first I called the desk to let them know this and they were supposed to call me back after waiting for about 10 minutes and not receiving a call back I called again and was told to come down to the front desk and they would take care of it. They reluctantly changed our room and gave us an ocean front room. As soon as we walked in we could tell it was a smoking room and it was very dirty looking I went down to get our luggage and came back up. My wife had found some nasty looking substance on the bedspread I tried to call the front desk but the phone in the room did not work I noticed something on the bed while I was trying to call the front desk and realized it was a roach I then found several more and told my wife we were leaving I went down to the desk with my wife and our luggage and told them we could not stay with them. They refused to refund our money so I had to call my bank to dispute the charge. After we left I realized I had flea bites all over my ankles from the room. The owner claims on this site that they are a 3 star Hotel I would love to know who rated this place as it is not even worthy of 1 star. Up until our experience with the "Desert Inn...Daytona's #1 Resort & Convention Center" I'd always wonder where the term "flea-bag hotel" came from. Now...I know. What a way to celebrate my 50th birthday.,Dixon704
UR131357705,2012-5-June,My husband and I recently moved to Central Florida and spent Memorial Day weekend on Daytona Beach our first weekend away. The website on this hotel was extremely deceiving hence why I made a reservation. We were to stay 2 nights but thinking everything was booked we suffered through 1 entire night at this "rat hole" (and I'm being nice). First we were given a smoking room after requesting a non-smoking room. The door to our room wouldn't shut. The public hallway carpet was dirty and smelled like mold. We stayed away from the room as much as possible because of the smell. I wore shoes in the room so my feet would not touch the carpet. But the worst was yet to come...when we went to bed and pulled back the sheets they smelled of mildew.The mattress was wrapped in plastic (which crinkled everytime you moved in the bed) and was hard as a rock. The headboard on the King bed fell forward away from the wall when we sat on the bed. All of our clothes even in our suitcase reeked of the smell. Black stuff was falling out of the AC vent in the bathroom ceiling Television had no remote and the carpet was filthy. After the discovery of the mildewed bed my husband found availabilty elsewhere. After a sleepless night I paid a visit to the hotel clerk. I told her we would be checking out and she replied there is no refund since we were required to pay for our 2 night reservation up front. I told here yes there would be a refund. The rate for one night with tax ended up costing me $224.00. I got a refund of $156.00 which is exactly with tax what we paid the next night at the Holiday Inn (next to the Desert Inn). Your circles should go into the negative for this dump this place should be condemned. I don't want anybody else to go through what we went through so here's my warning...if you decide to stay at this place after reading my review...then pack cleaning supplies (to clean your own room) clean sheets for your bed and have your family fitted for gas masks so you can breathe clean air because you won't find any of that at this place. If people will STOP staying at this place it will soon be known as the "Deserted Inn" a much more deserving name. I'm not through yet...Chamber of Commerce of Daytona Beach will soon know how disappointed I am in this place.,Brenda B
UR129070471,2012-30-April,This hotel is so disgusting I had to drink myself to sleep & I'm not a big drinker. We had left the Howard Johnson in Ormond Beach because it wasn't all that clean to this one which was worst. We wore flip flops to take a shower and never touched the floor with our bare feet. The only reason why we stayed was because we had our puppy with us. I felt so bad for my puppy that I bathed her immediately upon leaving this hotel. It's better to just pay more money for a nicer hotel than to get bed bugs and have them come home with you. Stay at either Perry's Holiday Inn (1615 S. Atlantic Ave.) or the Hilton. Those are my recommendations.,Jenise H
UR139277704,2012-3-September,My husband and I had reservations at the Desert Inn. When we walked into the lobby I knew we made a mistake. The smell was terrible. We got our room key and parking pass. We parked the car and went in to find our room. When we got to our floor the hall was dark dirty and smelled bad. We walked into our room and it was gross. The smell was so bad We did not sit down because the room was so dirty and the chairs in the room had been cut with stuffing showing. I then pulled the sheets away from the mattress and they were brown with filth and age... We looked out on the balcony and the grounds were dirty the outside table and chairs were also dirty. I had tears in my eyes my husband told me that we were not going to stay. We walked next door to the Holiday Inn & Suites and booked a room with them. We then walked back to the Desert Inn and my husband went in and gave them back our key and parking pass ~ I could not go back in to that dirty smelly place again. PLEASE DO NOT BOOK A ROOM AT THE DESERT INN RESORT!!!,Janine R
UR135684074,2012-29-July,As we did not stay here this is not a review on staying. We live near and wanted to check it out to see if the reviews were right on and believe me they were. This hotel should be banned by Daytona Beach tourist center. The place was so filthy hard to even walk thru A maid was cleaning (or so she thought she was cleaning) we walked in the room and backed out !!!!! How terrible to have this hotel in our beautiful beach. Please someone do something about this hotel.. To anyone who stays here I would hate to see where you live !!!!,Pat M
UR130578012,2012-25-May,As soon we walked in we realized we had made reservations in the wrong place... Horrible!!! I don't understand how this hotel is in bussines this place should be demolished it is nasty dated tacky they advertise they have fitness club game room indoor pool..etc..game room (video games) does not work indoor pool has a black ring or dirt around.. I just can't say enough to describe our terrible experience.... The first night I just wanted to cry and the second night I did the same as Jenise H.. had to drink to forget I was in that in that horrible place.,adriana g
UR126390806,2012-20-March,I ha d already payed in full for this room so i couldnt just find another place . cause it was non'refundable (now i see why) ..... i was suppose to have had ocean front  instead got a roach infested 705 i think it was  so i took the bug to the front desk and demanded another room  so then i got room 535 not no better that room was  i was facing trash on the roof  curtains wouldnt close  not latch on door  this is HORRIBLE PLACE !!!! DO NOT STAY HERE !,Kandy K
UR124934391,2012-20-February,If you are desparate and there are no other hotel rooms available this is a possible place to stay for the night. Front desk staff was nice. Decor was bizarre in the lobby and very old school. First given a room on the 4th floor. The elevator opened and the smell hit us -- it just smelled awful but I don't know what it was. Went to our room but the keys wouldn't work. That was just as well since there were lots of noises coming from the rooms nearby. Went back downstairs to complain and were given a room on the 7th floor. This time no smell coming out of the elevator. Hall was quiet but carpeting really dirty ugly and worn. Just tacky and old and dirty all around. The room itself was passable to stay the night. The sheets were clean -- we could tell because they had black lights conveniently mounted above the beds near the ceiling. The mattress was surprisingly comfortable. But I just can't recommend this place. Overall a lack of cleanliness extreme wear and tear. Smell on the 4th floor was nauseating.,Cyndy305
UR125513150,2012-2-March,I was visiting a friend in Florida. We decided to take the kids to Daytona Beach overnight the following evening. Since it was a last minute trip most reasonable hotels were booked - so our options were pay 400.00 for one night or 89.00... we were hesitant but her husband a County Deputy - but a few counties over thought he remembered staying there and thinking it was OK... (I will begin by saying he forgot to mention he stayed during his initial college years - not when he was a responsible family man....) We found the hotel and walked into the lobby. We should have turned around then. I agree that the smell was awful. It was a mixture of mildew mold and chlorine. The inside of the place looked like we just stepped on The Love Boat. Very gold-lame  mirrored disco 70's theme. We checked in and were given our room key. WHY we kept our reservations I'll never know... We rode the rickety elevator to our floor opened the door and I couldn't believe it! There was black mold on the ceiling (two of the children with us have terrible asthma) and several stains on the carpet and bed spreads. I turned on the bathroom light to see the floor was soaking wet - truly like a 1/4 inch of standing water all over the floor. After closer inspection I noticed dead bugs and burn holes throughout the room. The kids were really excited to stay at the beach and we moms were thoroughly disgusted with the place. I went back to the front desk to explain what was going on. Like others I was told there wasn't any other available rooms. I asked that they put us somewhere else and that was "against their policy". We never removed our shoes that entire trip (even while sleeping) except when we were out on the beach. I was terrified to look at the sheets (thankfully we'd brought our own blankets which we placed on top of the bed and wrapped ourselves in. Even the pool was filthy with grit grime and sand covering the floor. For some reason I found myself in the basement where the pretend workout room was. Truly it reminded me of some terrible scene from Criminal Minds - as in dark and creepy with the only light coming from a single dangling bulb. If there is anything (and man am I racking my brain) positive to say about the place is for one hour while the kids played poolside the hotel had arranged to have a DJ there who had fun activities/contests that the kids could get into - like races and stuff. BUT TRUST ME WHEN I SAY THAT - BY NO MEANS MADE UP FOR THE FILTH AND NASTINESS...,nicolet77
